gndr,age_cat,eduyrs_cat,cntry,work_status,occupation,polscale,trust_cat,internet_use
2,26-40,13-15,RS,Employé,Professions intellectuelles,Gauche,Élevée,Quotidiennement
2,71+,9-12,RS,Autre,Services/Vente,Centre-gauche,Élevée,Rarement
1,41-55,16-20,RS,Chômeur,Professions intellectuelles,Gauche,Très faible,Quotidiennement
2,41-55,9-12,RS,Employé,Employés administratifs,Centre-gauche,Très faible,Quotidiennement
1,71+,<9,RS,Autre,Artisans/Métiers,Gauche,Faible,Rarement
1,41-55,13-15,RS,Employé,Professions intermédiaires,Droite,Faible,Régulièrement
1,41-55,13-15,RS,Employé,Professions intermédiaires,Droite,Élevée,Régulièrement
2,41-55,16-20,RS,Autre,Professions intellectuelles,Centre-gauche,Très faible,Régulièrement
2,26-40,16-20,RS,Employé,Employés administratifs,Centre-droite,Très faible,Quotidiennement
2,56-70,16-20,RS,Autre,Agriculture/Pêche,Centre-gauche,Très faible,Régulièrement
2,56-70,9-12,RS,Chômeur,Artisans/Métiers,Droite,Très élevée,Rarement
2,56-70,16-20,RS,Employé,Professions intermédiaires,Centre-gauche,Très faible,Quotidiennement
1,41-55,9-12,RS,Employé,Professions élémentaires,Droite,Très faible,Quotidiennement
1,41-55,<9,RS,Chômeur,Agriculture/Pêche,Centre-droite,Très élevée,Régulièrement
2,71+,<9,RS,Autre,Agriculture/Pêche,Centre-gauche,Élevée,Rarement
2,71+,<9,RS,Autre,Agriculture/Pêche,Centre-gauche,Faible,Rarement
2,41-55,<9,RS,Employé,Professions élémentaires,Centre-gauche,Très élevée,Régulièrement
2,41-55,16-20,RS,Employé,Professions intellectuelles,Centre-gauche,Faible,Quotidiennement
2,26-40,9-12,RS,Employé,Services/Vente,Centre-droite,Élevée,Quotidiennement
2,56-70,9-12,RS,Autre,Services/Vente,Droite,Élevée,Rarement
1,71+,13-15,RS,Autre,Professions intermédiaires,Centre-gauche,Faible,Quotidiennement
1,26-40,13-15,RS,Employé,Artisans/Métiers,Centre-droite,Très faible,Quotidiennement
1,18-25,9-12,RS,Employé,Employés administratifs,Droite,Très élevée,Quotidiennement
1,18-25,<9,RS,Chômeur,Professions élémentaires,Centre-gauche,Très élevée,Régulièrement
2,18-25,13-15,RS,Autre,Services/Vente,Centre-gauche,Très faible,Quotidiennement
2,26-40,16-20,RS,Autre,Opérateurs/Assembleurs,Gauche,Faible,Quotidiennement
1,56-70,9-12,RS,Employé,Agriculture/Pêche,Droite,Élevée,Quotidiennement
1,18-25,<9,RS,Autre,Agriculture/Pêche,Gauche,Faible,Quotidiennement
2,56-70,9-12,RS,Employé,Services/Vente,Droite,Faible,Rarement
1,41-55,13-15,RS,Employé,Opérateurs/Assembleurs,Centre-gauche,Très faible,Rarement
2,56-70,9-12,RS,Autre,Agriculture/Pêche,Centre-gauche,Très élevée,Rarement
1,56-70,<9,RS,Autre,Services/Vente,Centre-droite,Élevée,Rarement
1,18-25,13-15,RS,Employé,Employés administratifs,Centre-gauche,Élevée,Quotidiennement
1,18-25,16-20,RS,Employé,Professions intellectuelles,Gauche,Très faible,Quotidiennement
2,26-40,9-12,RS,Employé,Services/Vente,Gauche,Très faible,Quotidiennement
1,71+,<9,RS,Autre,Artisans/Métiers,Droite,Très élevée,Rarement
2,41-55,9-12,RS,Chômeur,Services/Vente,Gauche,Élevée,Quotidiennement
2,41-55,9-12,RS,Autre,Artisans/Métiers,Centre-gauche,Très faible,Quotidiennement
1,56-70,9-12,RS,Employé,Artisans/Métiers,Centre-droite,Faible,Quotidiennement
1,56-70,<9,RS,Autre,Services/Vente,Centre-gauche,Très faible,Rarement
1,26-40,16-20,RS,Employé,Services/Vente,Centre-gauche,Très faible,Régulièrement
2,26-40,16-20,RS,Employé,Professions intermédiaires,Centre-gauche,Élevée,Quotidiennement
1,41-55,9-12,RS,Chômeur,Professions intermédiaires,Droite,Très élevée,Quotidiennement
2,18-25,9-12,RS,Autre,Artisans/Métiers,Centre-gauche,Faible,Quotidiennement
2,26-40,9-12,RS,Employé,Professions élémentaires,Gauche,Très faible,Quotidiennement
1,41-55,13-15,RS,Autre,Professions intellectuelles,Gauche,Très faible,Quotidiennement
2,41-55,16-20,RS,Employé,Professions intermédiaires,Centre-gauche,Faible,Quotidiennement
1,26-40,<9,RS,Employé,Artisans/Métiers,Gauche,Très faible,Régulièrement
2,18-25,9-12,RS,Autre,Agriculture/Pêche,Centre-gauche,Élevée,Quotidiennement
1,71+,9-12,RS,Autre,Professions intermédiaires,Gauche,Très faible,Rarement
1,26-40,16-20,RS,Employé,Professions intellectuelles,Droite,Faible,Quotidiennement
2,18-25,13-15,RS,Autre,Agriculture/Pêche,Centre-gauche,Très faible,Quotidiennement
2,56-70,<9,RS,Autre,Professions élémentaires,Gauche,Élevée,Régulièrement
2,41-55,9-12,RS,Autre,Agriculture/Pêche,Centre-gauche,Très élevée,Régulièrement
1,56-70,9-12,RS,Autre,Opérateurs/Assembleurs,Droite,Très faible,Rarement
1,41-55,9-12,RS,Autre,Professions élémentaires,Centre-droite,Très faible,Quotidiennement
2,18-25,9-12,RS,Employé,Services/Vente,Droite,Très faible,Quotidiennement
2,26-40,16-20,RS,Employé,Professions intellectuelles,Centre-gauche,Très faible,Quotidiennement
1,41-55,9-12,RS,Employé,Opérateurs/Assembleurs,Centre-gauche,Très faible,Quotidiennement
1,71+,9-12,RS,Autre,Professions intellectuelles,Centre-droite,Faible,Rarement
2,41-55,<9,RS,Employé,Professions élémentaires,Centre-gauche,Très élevée,Quotidiennement
2,56-70,9-12,RS,Autre,Artisans/Métiers,Centre-gauche,Faible,Quotidiennement
2,41-55,<9,RS,Autre,Professions élémentaires,Gauche,Élevée,Régulièrement
1,56-70,16-20,RS,Employé,Professions intermédiaires,Centre-gauche,Élevée,Régulièrement
1,71+,9-12,RS,Autre,Artisans/Métiers,Centre-gauche,Faible,Régulièrement
1,41-55,9-12,RS,Employé,Opérateurs/Assembleurs,Centre-gauche,Élevée,Quotidiennement
1,56-70,13-15,RS,Chômeur,Cadres/Dirigeants,Centre-gauche,Très élevée,Quotidiennement
1,41-55,9-12,RS,Employé,Agriculture/Pêche,Gauche,Très élevée,Rarement
1,41-55,9-12,RS,Employé,Cadres/Dirigeants,Centre-gauche,Élevée,Quotidiennement
2,56-70,13-15,RS,Autre,Professions intellectuelles,Gauche,Très faible,Quotidiennement
1,56-70,9-12,RS,Autre,Opérateurs/Assembleurs,Centre-gauche,Élevée,Rarement
1,71+,9-12,RS,Autre,Agriculture/Pêche,Droite,Élevée,Quotidiennement
2,26-40,9-12,RS,Employé,Services/Vente,Centre-gauche,Faible,Quotidiennement
1,56-70,9-12,RS,Employé,Services/Vente,Centre-gauche,Très faible,Quotidiennement
2,18-25,9-12,RS,Autre,Agriculture/Pêche,Gauche,Faible,Quotidiennement
2,26-40,9-12,RS,Employé,Opérateurs/Assembleurs,Centre-droite,Faible,Quotidiennement
2,41-55,13-15,RS,Employé,Services/Vente,Centre-gauche,Faible,Quotidiennement
1,26-40,9-12,RS,Employé,Artisans/Métiers,Centre-droite,Élevée,Quotidiennement
1,71+,13-15,RS,Employé,Artisans/Métiers,Gauche,Faible,Rarement
1,18-25,9-12,RS,Employé,Artisans/Métiers,Centre-gauche,Faible,Quotidiennement
1,56-70,<9,RS,Employé,Artisans/Métiers,Centre-droite,Faible,Quotidiennement
1,41-55,9-12,RS,Employé,Opérateurs/Assembleurs,Centre-gauche,Élevée,Régulièrement
1,56-70,9-12,RS,Autre,Opérateurs/Assembleurs,Droite,Très élevée,Rarement
1,18-25,9-12,RS,Employé,Artisans/Métiers,Centre-droite,Faible,Quotidiennement
1,71+,13-15,RS,Autre,Professions intermédiaires,Gauche,Très élevée,Rarement
1,26-40,9-12,RS,Chômeur,Professions élémentaires,Gauche,Très élevée,Quotidiennement
1,71+,16-20,RS,Autre,Artisans/Métiers,Centre-droite,Faible,Rarement
1,56-70,9-12,RS,Employé,Agriculture/Pêche,Droite,Élevée,Quotidiennement
2,18-25,9-12,RS,Employé,Employés administratifs,Centre-droite,Élevée,Quotidiennement
1,56-70,20+,RS,Autre,Professions intellectuelles,Centre-gauche,Très faible,Régulièrement
2,56-70,9-12,RS,Autre,Professions intermédiaires,Centre-gauche,Très élevée,Rarement
2,56-70,9-12,RS,Autre,Professions élémentaires,Centre-droite,Très faible,Rarement
1,18-25,<9,RS,Autre,Agriculture/Pêche,Gauche,Très élevée,Quotidiennement
2,41-55,20+,RS,Employé,Professions intellectuelles,Centre-gauche,Très faible,Quotidiennement
1,41-55,9-12,RS,Chômeur,Services/Vente,Droite,Très faible,Quotidiennement
1,56-70,9-12,RS,Autre,Professions intermédiaires,Gauche,Très faible,Rarement
2,71+,9-12,RS,Autre,Professions élémentaires,Droite,Très faible,Quotidiennement
1,56-70,<9,RS,Employé,Services/Vente,Centre-gauche,Élevée,Quotidiennement
2,18-25,9-12,RS,Autre,Services/Vente,Gauche,Faible,Quotidiennement
1,41-55,9-12,RS,Employé,Professions intermédiaires,Centre-gauche,Très faible,Quotidiennement
1,26-40,13-15,RS,Employé,Agriculture/Pêche,Droite,Faible,Quotidiennement
2,41-55,16-20,RS,Employé,Professions intermédiaires,Centre-gauche,Très faible,Quotidiennement
1,26-40,9-12,RS,Employé,Services/Vente,Gauche,Faible,Quotidiennement
2,41-55,9-12,RS,Autre,Agriculture/Pêche,Gauche,Élevée,Quotidiennement
1,41-55,9-12,RS,Employé,Professions élémentaires,Centre-droite,Très élevée,Rarement
1,26-40,16-20,RS,Employé,Professions intermédiaires,Centre-gauche,Très faible,Quotidiennement
1,41-55,13-15,RS,Employé,Artisans/Métiers,Droite,Très faible,Régulièrement
1,71+,9-12,RS,Autre,Professions élémentaires,Centre-gauche,Élevée,Rarement
1,26-40,9-12,RS,Employé,Professions élémentaires,Centre-gauche,Faible,Rarement
1,18-25,<9,RS,Autre,Agriculture/Pêche,Centre-gauche,Élevée,Quotidiennement
1,41-55,9-12,RS,Employé,Professions élémentaires,Centre-gauche,Élevée,Quotidiennement
2,71+,16-20,RS,Autre,Professions intellectuelles,Droite,Élevée,Rarement
1,18-25,9-12,RS,Employé,Artisans/Métiers,Centre-gauche,Faible,Quotidiennement
2,56-70,<9,RS,Autre,Agriculture/Pêche,Centre-gauche,Très élevée,Rarement
2,41-55,9-12,RS,Employé,Professions élémentaires,Gauche,Élevée,Rarement
1,41-55,16-20,RS,Chômeur,Cadres/Dirigeants,Droite,Très faible,Quotidiennement
2,71+,9-12,RS,Autre,Cadres/Dirigeants,Gauche,Élevée,Rarement
2,26-40,16-20,RS,Employé,Cadres/Dirigeants,Centre-gauche,Faible,Quotidiennement
2,56-70,16-20,RS,Employé,Cadres/Dirigeants,Centre-gauche,Très faible,Quotidiennement
1,56-70,13-15,RS,Autre,Opérateurs/Assembleurs,Droite,Faible,Rarement
1,18-25,9-12,RS,Employé,Opérateurs/Assembleurs,Droite,Faible,Quotidiennement
1,26-40,9-12,RS,Employé,Employés administratifs,Droite,Très faible,Quotidiennement
2,26-40,13-15,RS,Employé,Services/Vente,Centre-droite,Élevée,Quotidiennement
2,41-55,16-20,RS,Employé,Professions intellectuelles,Centre-gauche,Faible,Quotidiennement
1,56-70,9-12,RS,Employé,Opérateurs/Assembleurs,Centre-gauche,Très faible,Rarement
1,56-70,13-15,RS,Employé,Agriculture/Pêche,Droite,Très faible,Régulièrement
1,26-40,9-12,RS,Employé,Professions élémentaires,Centre-droite,Faible,Quotidiennement
1,56-70,9-12,RS,Autre,Opérateurs/Assembleurs,Gauche,Très faible,Rarement
2,26-40,16-20,RS,Employé,Professions intellectuelles,Centre-gauche,Très élevée,Quotidiennement
1,56-70,9-12,RS,Employé,Services/Vente,Gauche,Très élevée,Quotidiennement
1,26-40,9-12,RS,Employé,Professions élémentaires,Centre-droite,Faible,Quotidiennement
1,41-55,9-12,RS,Chômeur,Agriculture/Pêche,Centre-gauche,Très faible,Régulièrement
2,26-40,<9,RS,Employé,Services/Vente,Centre-gauche,Faible,Quotidiennement
1,56-70,13-15,RS,Autre,Artisans/Métiers,Droite,Très faible,Rarement
1,56-70,13-15,RS,Autre,Opérateurs/Assembleurs,Gauche,Très faible,Régulièrement
2,56-70,9-12,RS,Autre,Services/Vente,Centre-gauche,Faible,Régulièrement
1,56-70,13-15,RS,Employé,Cadres/Dirigeants,Gauche,Élevée,Quotidiennement
2,18-25,9-12,RS,Autre,Services/Vente,Gauche,Faible,Quotidiennement
2,26-40,16-20,RS,Employé,Cadres/Dirigeants,Centre-gauche,Très faible,Quotidiennement
2,71+,9-12,RS,Autre,Employés administratifs,Centre-gauche,Élevée,Régulièrement
2,26-40,13-15,RS,Employé,Services/Vente,Centre-droite,Très faible,Quotidiennement
2,26-40,13-15,RS,Employé,Professions intellectuelles,Centre-gauche,Faible,Quotidiennement
1,41-55,9-12,RS,Employé,Opérateurs/Assembleurs,Centre-gauche,Très faible,Quotidiennement
1,56-70,13-15,RS,Autre,Employés administratifs,Centre-gauche,Faible,Rarement
1,56-70,9-12,RS,Autre,Opérateurs/Assembleurs,Gauche,Très faible,Rarement
1,18-25,16-20,RS,Autre,Agriculture/Pêche,Gauche,Très faible,Quotidiennement
2,56-70,9-12,RS,Autre,Services/Vente,Gauche,Élevée,Quotidiennement
2,26-40,9-12,RS,Employé,Services/Vente,Gauche,Très faible,Quotidiennement
2,41-55,9-12,RS,Employé,Professions intellectuelles,Centre-droite,Faible,Quotidiennement
1,41-55,9-12,RS,Employé,Professions intermédiaires,Droite,Très faible,Régulièrement
1,71+,<9,RS,Autre,Professions élémentaires,Centre-gauche,Faible,Régulièrement
1,56-70,9-12,RS,Employé,Professions intermédiaires,Centre-gauche,Élevée,Quotidiennement
2,41-55,20+,RS,Employé,Professions intellectuelles,Gauche,Très faible,Quotidiennement
1,41-55,9-12,RS,Employé,Agriculture/Pêche,Droite,Élevée,Régulièrement
1,41-55,9-12,RS,Employé,Services/Vente,Centre-gauche,Très faible,Rarement
1,41-55,16-20,RS,Employé,Professions intellectuelles,Centre-gauche,Très faible,Quotidiennement
1,26-40,13-15,RS,Employé,Agriculture/Pêche,Centre-gauche,Élevée,Quotidiennement
1,26-40,9-12,RS,Chômeur,Artisans/Métiers,Centre-gauche,Très faible,Quotidiennement
1,26-40,16-20,RS,Autre,Professions élémentaires,Centre-gauche,Très faible,Quotidiennement
2,41-55,20+,RS,Employé,Professions intellectuelles,Centre-gauche,Faible,Quotidiennement
2,56-70,9-12,RS,Autre,Professions intermédiaires,Centre-gauche,Faible,Quotidiennement
2,41-55,16-20,RS,Autre,Professions intermédiaires,Gauche,Faible,Quotidiennement
2,71+,9-12,RS,Autre,Professions intermédiaires,Centre-droite,Élevée,Régulièrement
1,71+,9-12,RS,Autre,Professions élémentaires,Droite,Faible,Régulièrement
2,41-55,16-20,RS,Employé,Professions intellectuelles,Gauche,Faible,Quotidiennement
1,41-55,9-12,RS,Chômeur,Agriculture/Pêche,Centre-droite,Élevée,Rarement
1,56-70,9-12,RS,Autre,Professions intermédiaires,Centre-gauche,Élevée,Quotidiennement
1,26-40,16-20,RS,Employé,Professions intermédiaires,Centre-droite,Très faible,Quotidiennement
1,71+,13-15,RS,Autre,Artisans/Métiers,Centre-gauche,Faible,Rarement
2,56-70,9-12,RS,Employé,Services/Vente,Droite,Élevée,Rarement
1,41-55,16-20,RS,Employé,Services/Vente,Centre-gauche,Faible,Régulièrement
2,56-70,16-20,RS,Autre,Employés administratifs,Centre-gauche,Élevée,Quotidiennement
1,71+,16-20,RS,Autre,Professions intellectuelles,Centre-gauche,Très élevée,Rarement
2,56-70,16-20,RS,Employé,Professions intellectuelles,Centre-gauche,Très faible,Quotidiennement
2,71+,16-20,RS,Autre,Professions intellectuelles,Centre-gauche,Très faible,Quotidiennement
2,41-55,9-12,RS,Employé,Professions intellectuelles,Droite,Très faible,Quotidiennement
1,56-70,<9,RS,Employé,Professions élémentaires,Centre-gauche,Très faible,Quotidiennement
2,18-25,9-12,RS,Autre,Agriculture/Pêche,Centre-gauche,Élevée,Quotidiennement
2,18-25,9-12,RS,Autre,Services/Vente,Centre-droite,Très faible,Quotidiennement
2,41-55,9-12,RS,Employé,Services/Vente,Centre-gauche,Faible,Quotidiennement
2,41-55,9-12,RS,Autre,Artisans/Métiers,Centre-gauche,Très faible,Quotidiennement
1,26-40,9-12,RS,Employé,Artisans/Métiers,Gauche,Faible,Quotidiennement
2,26-40,13-15,RS,Employé,Employés administratifs,Centre-gauche,Faible,Quotidiennement
2,41-55,9-12,RS,Employé,Employés administratifs,Centre-gauche,Très faible,Quotidiennement
1,71+,<9,RS,Autre,Opérateurs/Assembleurs,Centre-gauche,Très élevée,Rarement
1,26-40,16-20,RS,Employé,Employés administratifs,Gauche,Très élevée,Quotidiennement
1,18-25,9-12,RS,Autre,Agriculture/Pêche,Gauche,Très faible,Quotidiennement
2,71+,<9,RS,Autre,Artisans/Métiers,Centre-gauche,Faible,Rarement
1,18-25,13-15,RS,Chômeur,Services/Vente,Centre-gauche,Faible,Quotidiennement
2,56-70,<9,RS,Autre,Agriculture/Pêche,Gauche,Très élevée,Rarement
1,56-70,13-15,RS,Employé,Cadres/Dirigeants,Centre-gauche,Faible,Quotidiennement
2,26-40,16-20,RS,Employé,Services/Vente,Centre-gauche,Très faible,Quotidiennement
2,56-70,9-12,RS,Employé,Professions élémentaires,Centre-gauche,Faible,Régulièrement
2,18-25,16-20,RS,Employé,Professions intermédiaires,Droite,Élevée,Quotidiennement
1,71+,<9,RS,Autre,Artisans/Métiers,Centre-gauche,Faible,Régulièrement
2,71+,<9,RS,Autre,Agriculture/Pêche,Centre-gauche,Très élevée,Rarement
2,56-70,16-20,RS,Employé,Professions intellectuelles,Centre-gauche,Faible,Quotidiennement
1,26-40,13-15,RS,Employé,Services/Vente,Droite,Élevée,Quotidiennement
1,26-40,9-12,RS,Autre,Agriculture/Pêche,Centre-gauche,Élevée,Régulièrement
1,56-70,9-12,RS,Autre,Services/Vente,Gauche,Élevée,Quotidiennement
1,71+,<9,RS,Autre,Artisans/Métiers,Centre-gauche,Faible,Rarement
2,56-70,9-12,RS,Autre,Employés administratifs,Droite,Très élevée,Rarement
1,56-70,9-12,RS,Employé,Artisans/Métiers,Droite,Élevée,Quotidiennement
2,56-70,9-12,RS,Employé,Employés administratifs,Droite,Faible,Régulièrement
2,56-70,9-12,RS,Employé,Professions intellectuelles,Droite,Très élevée,Quotidiennement
1,26-40,9-12,RS,Employé,Professions élémentaires,Centre-gauche,Élevée,Quotidiennement
2,56-70,9-12,RS,Autre,Professions intellectuelles,Centre-gauche,Très élevée,Régulièrement
1,26-40,16-20,RS,Employé,Professions intellectuelles,Droite,Très faible,Quotidiennement
1,56-70,16-20,RS,Autre,Professions intermédiaires,Gauche,Élevée,Quotidiennement
1,71+,9-12,RS,Autre,Services/Vente,Centre-gauche,Faible,Régulièrement
2,71+,13-15,RS,Autre,Services/Vente,Centre-gauche,Très faible,Régulièrement
1,56-70,9-12,RS,Employé,Opérateurs/Assembleurs,Centre-gauche,Élevée,Quotidiennement
1,18-25,9-12,RS,Employé,Professions élémentaires,Gauche,Faible,Quotidiennement
2,41-55,16-20,RS,Autre,Professions intellectuelles,Centre-gauche,Faible,Quotidiennement
2,26-40,9-12,RS,Employé,Services/Vente,Centre-gauche,Très élevée,Quotidiennement
1,71+,9-12,RS,Autre,Professions intermédiaires,Gauche,Élevée,Rarement
1,56-70,9-12,RS,Autre,Agriculture/Pêche,Droite,Élevée,Quotidiennement
1,71+,9-12,RS,Autre,Artisans/Métiers,Centre-droite,Faible,Quotidiennement
1,18-25,13-15,RS,Autre,Agriculture/Pêche,Centre-droite,Élevée,Quotidiennement
2,71+,<9,RS,Autre,Agriculture/Pêche,Centre-gauche,Très élevée,Rarement
2,18-25,13-15,RS,Employé,Professions élémentaires,Centre-gauche,Très faible,Quotidiennement
2,56-70,13-15,RS,Autre,Professions intermédiaires,Centre-gauche,Faible,Régulièrement
2,26-40,9-12,RS,Employé,Services/Vente,Centre-gauche,Très faible,Régulièrement
2,26-40,9-12,RS,Employé,Professions élémentaires,Centre-gauche,Faible,Quotidiennement
2,26-40,9-12,RS,Autre,Services/Vente,Centre-gauche,Faible,Quotidiennement
1,56-70,9-12,RS,Employé,Employés administratifs,Centre-gauche,Élevée,Quotidiennement
2,56-70,<9,RS,Autre,Professions élémentaires,Centre-droite,Faible,Rarement
2,56-70,16-20,RS,Employé,Professions intellectuelles,Centre-gauche,Très faible,Quotidiennement
2,41-55,13-15,RS,Employé,Professions intermédiaires,Centre-droite,Très élevée,Quotidiennement
1,71+,13-15,RS,Autre,Professions intellectuelles,Gauche,Élevée,Quotidiennement
2,26-40,16-20,RS,Employé,Cadres/Dirigeants,Centre-gauche,Très faible,Quotidiennement
2,56-70,9-12,RS,Employé,Professions intermédiaires,Centre-gauche,Très faible,Quotidiennement
2,41-55,16-20,RS,Employé,Professions intellectuelles,Centre-gauche,Faible,Quotidiennement
2,71+,13-15,RS,Autre,Employés administratifs,Centre-gauche,Très faible,Rarement
1,56-70,9-12,RS,Employé,Professions élémentaires,Gauche,Très faible,Régulièrement
1,26-40,16-20,RS,Employé,Professions intellectuelles,Droite,Élevée,Quotidiennement
1,41-55,16-20,RS,Employé,Cadres/Dirigeants,Gauche,Faible,Quotidiennement
2,71+,13-15,RS,Autre,Cadres/Dirigeants,Centre-gauche,Très faible,Rarement
2,56-70,<9,RS,Autre,Agriculture/Pêche,Droite,Élevée,Rarement
1,26-40,9-12,RS,Employé,Artisans/Métiers,Droite,Très faible,Quotidiennement
1,56-70,9-12,RS,Autre,Opérateurs/Assembleurs,Droite,Très faible,Rarement
1,41-55,9-12,RS,Employé,Artisans/Métiers,Centre-gauche,Très élevée,Quotidiennement
2,56-70,9-12,RS,Autre,Services/Vente,Centre-gauche,Élevée,Rarement
2,71+,<9,RS,Autre,Agriculture/Pêche,Centre-droite,Très élevée,Rarement
1,56-70,9-12,RS,Employé,Opérateurs/Assembleurs,Centre-gauche,Élevée,Rarement
1,41-55,9-12,RS,Chômeur,Opérateurs/Assembleurs,Droite,Très élevée,Quotidiennement
1,41-55,20+,RS,Employé,Cadres/Dirigeants,Centre-gauche,Très faible,Rarement
2,41-55,13-15,RS,Employé,Professions intermédiaires,Centre-gauche,Très faible,Quotidiennement
2,56-70,16-20,RS,Autre,Services/Vente,Centre-droite,Faible,Rarement
2,26-40,9-12,RS,Employé,Services/Vente,Centre-gauche,Élevée,Régulièrement
1,41-55,13-15,RS,Employé,Employés administratifs,Centre-gauche,Faible,Régulièrement
1,18-25,9-12,RS,Autre,Cadres/Dirigeants,Centre-gauche,Très faible,Quotidiennement
2,71+,9-12,RS,Autre,Cadres/Dirigeants,Centre-droite,Élevée,Rarement
2,56-70,9-12,RS,Employé,Services/Vente,Centre-gauche,Très élevée,Quotidiennement
2,26-40,16-20,RS,Employé,Professions élémentaires,Gauche,Très faible,Quotidiennement
1,41-55,9-12,RS,Chômeur,Professions élémentaires,Droite,Très élevée,Régulièrement
2,26-40,16-20,RS,Employé,Professions intellectuelles,Gauche,Très faible,Quotidiennement
2,41-55,16-20,RS,Employé,Services/Vente,Gauche,Élevée,Quotidiennement
1,56-70,9-12,RS,Employé,Opérateurs/Assembleurs,Centre-gauche,Très élevée,Quotidiennement
1,41-55,9-12,RS,Employé,Opérateurs/Assembleurs,Droite,Faible,Régulièrement
1,26-40,13-15,RS,Employé,Opérateurs/Assembleurs,Centre-droite,Très faible,Quotidiennement
2,41-55,9-12,RS,Employé,Services/Vente,Droite,Très élevée,Quotidiennement
1,41-55,9-12,RS,Employé,Professions élémentaires,Centre-gauche,Très élevée,Quotidiennement
1,71+,13-15,RS,Autre,Professions intellectuelles,Gauche,Très élevée,Quotidiennement
2,41-55,16-20,RS,Employé,Professions intellectuelles,Gauche,Faible,Quotidiennement
1,56-70,9-12,RS,Autre,Artisans/Métiers,Centre-gauche,Très faible,Rarement
2,26-40,13-15,RS,Employé,Professions intellectuelles,Gauche,Très faible,Quotidiennement
1,71+,9-12,RS,Autre,Services/Vente,Droite,Élevée,Rarement
1,18-25,13-15,RS,Autre,Agriculture/Pêche,Gauche,Élevée,Quotidiennement
2,71+,<9,RS,Autre,Artisans/Métiers,Centre-gauche,Très faible,Quotidiennement
1,26-40,16-20,RS,Employé,Services/Vente,Centre-gauche,Élevée,Quotidiennement
2,18-25,9-12,RS,Autre,Agriculture/Pêche,Centre-gauche,Élevée,Régulièrement
2,41-55,<9,RS,Employé,Professions élémentaires,Centre-gauche,Très faible,Régulièrement
1,18-25,9-12,RS,Employé,Professions élémentaires,Centre-gauche,Très élevée,Quotidiennement
2,26-40,16-20,RS,Employé,Professions intellectuelles,Gauche,Faible,Quotidiennement
1,71+,9-12,RS,Autre,Professions intermédiaires,Gauche,Très faible,Quotidiennement
1,41-55,9-12,RS,Employé,Opérateurs/Assembleurs,Centre-droite,Très faible,Quotidiennement
1,41-55,9-12,RS,Employé,Professions intermédiaires,Centre-gauche,Très faible,Quotidiennement
2,26-40,16-20,RS,Employé,Professions intermédiaires,Gauche,Faible,Quotidiennement
1,26-40,9-12,RS,Employé,Opérateurs/Assembleurs,Centre-gauche,Élevée,Quotidiennement
1,56-70,9-12,RS,Autre,Employés administratifs,Centre-droite,Très faible,Quotidiennement
1,26-40,16-20,RS,Employé,Professions intellectuelles,Droite,Très faible,Quotidiennement
1,41-55,9-12,RS,Employé,Professions élémentaires,Droite,Élevée,Quotidiennement
1,26-40,<9,RS,Autre,Professions élémentaires,Centre-gauche,Faible,Quotidiennement
1,71+,9-12,RS,Autre,Professions intermédiaires,Droite,Très élevée,Rarement
1,41-55,9-12,RS,Employé,Services/Vente,Centre-gauche,Faible,Régulièrement
2,71+,<9,RS,Autre,Professions élémentaires,Centre-gauche,Faible,Quotidiennement
2,26-40,9-12,RS,Autre,Opérateurs/Assembleurs,Centre-droite,Très élevée,Quotidiennement
2,26-40,<9,RS,Autre,Agriculture/Pêche,Centre-gauche,Élevée,Quotidiennement
2,18-25,16-20,RS,Employé,Cadres/Dirigeants,Gauche,Faible,Quotidiennement
1,26-40,13-15,RS,Employé,Professions intellectuelles,Droite,Très faible,Quotidiennement
2,56-70,9-12,RS,Autre,Agriculture/Pêche,Droite,Très élevée,Rarement
2,26-40,<9,RS,Autre,Professions élémentaires,Centre-gauche,Très faible,Rarement
1,56-70,9-12,RS,Employé,Artisans/Métiers,Centre-gauche,Faible,Rarement
1,56-70,13-15,RS,Employé,Professions intermédiaires,Centre-gauche,Très faible,Quotidiennement
2,26-40,9-12,RS,Employé,Services/Vente,Centre-gauche,Élevée,Quotidiennement
1,26-40,20+,RS,Employé,Professions intellectuelles,Centre-gauche,Élevée,Quotidiennement
1,56-70,9-12,RS,Autre,Services/Vente,Centre-gauche,Élevée,Régulièrement
1,56-70,13-15,RS,Employé,Professions intermédiaires,Centre-gauche,Très faible,Quotidiennement
2,18-25,16-20,RS,Autre,Services/Vente,Centre-droite,Faible,Quotidiennement
1,71+,9-12,RS,Autre,Opérateurs/Assembleurs,Centre-gauche,Élevée,Rarement
1,56-70,9-12,RS,Employé,Artisans/Métiers,Gauche,Faible,Quotidiennement
1,41-55,16-20,RS,Employé,Cadres/Dirigeants,Centre-droite,Faible,Quotidiennement
1,71+,9-12,RS,Autre,Employés administratifs,Centre-gauche,Faible,Rarement
1,41-55,9-12,RS,Autre,Opérateurs/Assembleurs,Centre-gauche,Élevée,Quotidiennement
2,56-70,9-12,RS,Autre,Services/Vente,Centre-gauche,Très élevée,Rarement
2,56-70,16-20,RS,Employé,Professions intellectuelles,Centre-droite,Élevée,Quotidiennement
2,71+,<9,RS,Autre,Employés administratifs,Gauche,Très élevée,Rarement
